"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1414563","Steven  Rigby and Melissa J. Dark and J.  Ekstrom and Marcus  Rogers","","","","Measuring Conceptual Understanding: A Case Study","11--16","","6","ias education","10.1145/1414558.1414563","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","1140187","Stefan A. Robila and James W. Ragucci","","","","Don'T Be a Phish: Steps in User Education","237--241","","5","computer education, education, information security, phishing","10.1145/1140123.1140187","SIGCSE Bull.","September 2006","38","3","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140187","Stefan A. Robila and James W. Ragucci","","","","Don'T Be a Phish: Steps in User Education","237--241","","5","computer education, education, information security, phishing","10.1145/1140124.1140187","","","","","","","2006","","Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITICSE '06","","1-59593-055-8","Bologna, Italy","ACM","New York, NY, USA"
"article","1168818","William K. Suchan and Jean R.S. Blair and Duane  Fairfax and Bryan S. Goda and Kevin L. Huggins and Mike J. Lemanski","","","","Faculty Development in Information Technology Education","15--18","","4","faculty development, information technology education","10.1145/1168812.1168818","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","305941","Hannah  Dee and Peter  Reffell","","","","ACOM (&Ldquo;Computing for All&Rdquo;): An Integrated Approach to the Teaching and Learning of Information Technology","195--","","","higher education, information technology, skills","10.1145/384267.305941","SIGCSE Bull.","Sept. 1999","31","3","","June","1999","0097-8418","","","","","","ACM","New York, NY, USA"
"article","305941","Hannah  Dee and Peter  Reffell","","","","ACOM (&Ldquo;Computing for All&Rdquo;): An Integrated Approach to the Teaching and Learning of Information Technology","195--","","","higher education, information technology, skills","10.1145/305786.305941","","","","","","","1999","","Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '99","","1-58113-087-2","Cracow, Poland","ACM","New York, NY, USA"
"article","2978238","Karen H. Jin and Kathleen  Haynie and Gavin  Kearns","","","","Teaching Elementary Students Programming in a Physical Computing Classroom","85--90","","6","k-12, physical computing, teaching strategies","10.1145/2978192.2978238","","","","","","","2016","","Proceedings of the 17th Annual Conference on Information Technology Education","SIGITE '16","","978-1-4503-4452-4","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","1227475","Lisa  Lancor and Robert  Workman","","","","Using Google Hacking to Enhance Defense Strategies","491--495","","5","Google hacking, education, hacking, information assurance, information security, web security","10.1145/1227504.1227475","SIGCSE Bull.","March 2007","39","1","","March","2007","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1227475","Lisa  Lancor and Robert  Workman","","","","Using Google Hacking to Enhance Defense Strategies","491--495","","5","Google hacking, education, hacking, information assurance, information security, web security","10.1145/1227310.1227475","","","","","","","2007","","Proceedings of the 38th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '07","","1-59593-361-1","Covington, Kentucky, USA","ACM","New York, NY, USA"
"article","1029613","Larry  Corman and Evans  Adams","","","","TECH@FLC: A Program Funded by an Industry Consortium","280--280","","1","information technology education, web development","10.1145/1029533.1029613","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","2656453","Sathish Alampalayam Kumar","","","","Designing a Graduate Program in Information Security and Analytics: Masters Program in Information Security and Analytics (MISA)","141--146","","6","analytics, cybersecurity, information technology education","10.1145/2656450.2656453","","","","","","","2014","","Proceedings of the 15th Annual Conference on Information Technology Education","SIGITE '14","","978-1-4503-2686-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1631801","Steven  Rigby and Melissa J. Dark and Joseph J. Ekstrom and Marcus  Rogers","","","","The Efficacy of Cross-discipline Representations for Ill-defined Concepts","229--234","","6","ias education","10.1145/1631728.1631801","","","","","","","2009","","Proceedings of the 10th ACM Conference on SIG-information Technology Education","SIGITE '09","","978-1-60558-765-3","Fairfax, Virginia, USA","ACM","New York, NY, USA"
"article","1806530","Joseph  Jeffery","","","","Breaking the Mold: Why Computer Science Needs to Be a Fundamental Science Within the BC Curriculum","12:1--12:3","12","3","K-12, computer science, education, information technology, teaching","10.1145/1806512.1806530","","","","","","","2010","","Proceedings of the 15th Western Canadian Conference on Computing Education","WCCCE '10","","978-1-4503-0098-8","Kelowna, British Columbia, Canada","ACM","New York, NY, USA"
"article","1631753","Ye Diana Wang and Nima  Zahadat","","","","Teaching Web Development in the Web 2.0 Era","80--86","","7","ajax, information technology education, pedagogy, web 2.0, web development","10.1145/1631728.1631753","","","","","","","2009","","Proceedings of the 10th ACM Conference on SIG-information Technology Education","SIGITE '09","","978-1-60558-765-3","Fairfax, Virginia, USA","ACM","New York, NY, USA"
"article","1324351","Raheel A. Malik and Raymond A. Hansen and James E. Goldman and Anthony H. Smith","","","","Laboratory Modules for Conducting Comparative Analysis of 802.11 Frames","225--232","","8","information technology education, wireless networking education","10.1145/1324302.1324351","","","","","","","2007","","Proceedings of the 8th ACM SIGITE Conference on Information Technology Education","SIGITE '07","","978-1-59593-920-3","Destin, Florida, USA","ACM","New York, NY, USA"
"article","1125202","Lynette  Kvasny and Fay Cobb Payton and Jing  Chong and Victor  Mbarika","","","","Information Technology Education and Employment for Women in Kenya","114--119","","6","education, gender, information technology workforce","10.1145/1125170.1125202","","","","","","","2006","","Proceedings of the 2006 ACM SIGMIS CPR Conference on Computer Personnel Research: Forty Four Years of Computer Personnel Research: Achievements, Challenges &Amp; the Future","SIGMIS CPR '06","","1-59593-349-2","Claremont, California, USA","ACM","New York, NY, USA"
"article","1734273","W. Richards Adrion and Renee  Fall and Manuel  Matos and Alan R. Peterfreund","","","","Integrating Evaluation into Program Development: Benefits of Baselining a NSF-BPC Alliance","27--31","","5","broadening participation, community colleges, information technology education and workforce","10.1145/1734263.1734273","","","","","","","2010","","Proceedings of the 41st ACM Technical Symposium on Computer Science Education","SIGCSE '10","","978-1-4503-0006-3","Milwaukee, Wisconsin, USA","ACM","New York, NY, USA"
"article","2047642","Edward P. Holden and Jai W. Kang and Geoffrey R. Anderson and Dianne P. Bills","","","","Databases in the Cloud: A Status Report","171--176","","6","cloud computing, curriculum, curriculum delivery options, information technology education","10.1145/2047594.2047642","","","","","","","2011","","Proceedings of the 2011 Conference on Information Technology Education","SIGITE '11","","978-1-4503-1017-8","West Point, New York, USA","ACM","New York, NY, USA"
"article","2905317","Shanti  Verma","","","","Deciding Admission Criteria For Master of Computer Applications Program in India Using Chi-Square Test","103:1--103:4","103","4","Chisquare test, Data Mining (DM), Education Mining, Higher education","10.1145/2905055.2905317","","","","","","","2016","","Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies","ICTCS '16","","978-1-4503-3962-9","Udaipur, India","ACM","New York, NY, USA"
"article","2691924","Sonal  Dekhane and Kristine  Nagel and Nannette  Napier","","","","Summer Programming Boot Camp: A Strategy For Retaining Women In IT (Abstract Only)","678--678","","1","retention, summer boot camp, women in it","10.1145/2676723.2691924","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","2808032","Russell  McMahon","","","","The Challenges of Information and Communications Technology Education in Sub-Saharan Africa","89--94","","6","information and communications technology education, information technology education, teaching challenges","10.1145/2808006.2808032","","","","","","","2015","","Proceedings of the 16th Annual Conference on Information Technology Education","SIGITE '15","","978-1-4503-3835-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2483801","Alanna  Howard and Brian  Schultz","","","","A Survey of Communication Skills in Computerscience/Software Engineering (CS/SE) Abet-accredited Programs","364--364","","1","education","10.1145/2462476.2483801","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","1414620","Sam  Abbott-McCune and A. J. Newtson and Jeffrey  Girard and Bryan S. Goda","","","","Developing a Reconfigurable Network Lab","255--258","","4","information technology education, lab design","10.1145/1414558.1414620","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","1324363","P. Mani Joseph and Jibulal  Nair and Smiju I. S. and Barry  Lunt","","","","Information Technology Education in India","275--276","","2","IT curriculum, information technology education","10.1145/1324302.1324363","","","","","","","2007","","Proceedings of the 8th ACM SIGITE Conference on Information Technology Education","SIGITE '07","","978-1-59593-920-3","Destin, Florida, USA","ACM","New York, NY, USA"
"article","2811551","Sung Kwan Kang and Joon Seup Cha and Su Kyung Ban","","","","Strategy on Designing an On-demand Training Course for University SW Education","382--383","","2","SW education model, education, field suitability, on-demand","10.1145/2811411.2811551","","","","","","","2015","","Proceedings of the 2015 Conference on Research in Adaptive and Convergent Systems","RACS","","978-1-4503-3738-0","Prague, Czech Republic","ACM","New York, NY, USA"
"article","947156","Misook  Heo","","","","A Learning and Assessment Tool for Web-based Distributed Education","151--154","","4","assessment, distributed education, educational technology","10.1145/947121.947156","","","","","","","2003","","Proceedings of the 4th Conference on Information Technology Curriculum","CITC4 '03","","1-58113-770-2","Lafayette, Indiana, USA","ACM","New York, NY, USA"
"article","1862233","Kathryn  Egea and Soon-Kyeong  Kim and Trish  Andrews and Karin  Behrens","","","","Approaches Used by Cross-cultural and Cross-discipline Students in Teamwork for a First-year Course in Web Design","87--96","","10","cross-cultural and cross-discipline team work, information technology education","","","","","","","","2010","","Proceedings of the Twelfth Australasian Conference on Computing Education - Volume 103","ACE '10","","978-1-920682-84-2","Brisbane, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","1324331","SeungEun  Cha and DaiYoung  Kwon and WonGyu  Lee","","","","Using Puzzles: Problem-solving and Abstraction","135--140","","6","abstraction, generalization, novice, problem-solving, programming, puzzle, teaching/learning strategy","10.1145/1324302.1324331","","","","","","","2007","","Proceedings of the 8th ACM SIGITE Conference on Information Technology Education","SIGITE '07","","978-1-59593-920-3","Destin, Florida, USA","ACM","New York, NY, USA"
"article","298760","Michael H. Zack","","","","An MIS Course Integrating Information Technology and Organizational Issues","73--87","","15","educational simulation, information systems curriculum, information systems education, information systems integration, information systems training","10.1145/298752.298760","SIGMIS Database","Spring 1998","29","2","","April","1998","0095-0033","","","","","","ACM","New York, NY, USA"
"article","62160","CORPORATE  Division of Computer Research and Technology Computer Center","","","","NIH System Descriptions","14--17","","4","","10.1145/62158.62160","SIGBIO Newsl.","Dec. 1987","9","4","","December","1987","0163-5697","","","","","","ACM","New York, NY, USA"
"article","1899519","Melisa  Koorsse and Charmain B. Cilliers and Andr&#233; P. Calitz","","","","Motivation and Learning Preferences of Information Technology Learners in South African Secondary Schools","144--152","","9","VARK questionnaire, information technology, introductory programming, motivated strategies for learning questionnaire (MSLQ)","10.1145/1899503.1899519","","","","","","","2010","","Proceedings of the 2010 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists","SAICSIT '10","","978-1-60558-950-3","Bela Bela, South Africa","ACM","New York, NY, USA"
"article","947518","Anand  Padmanabhan","","","","The SNet Model: Access, Security and e-Services for Students","182--188","","7","SNet, communication, eServices, email, higher education, information technology, model, wireless","10.1145/947469.947518","","","","","","","2003","","Proceedings of the 31st  Annual ACM SIGUCCS Fall Conference","SIGUCCS '03","","1-58113-665-X","San Antonio, TX, USA","ACM","New York, NY, USA"
"article","2369242","Olga  Morawczynski and David  Hutchful and Edward  Cutrell and Nimmi  Rangaswamy","","","","The Bank Account is Not Enough: Examining Strategies for Financial Inclusion in India","24:1--24:11","24","11","India, financial education, financial inclusion","10.1145/2369220.2369242","","","","","","","2010","","Proceedings of the 4th ACM/IEEE International Conference on Information and Communication Technologies and Development","ICTD '10","","978-1-4503-0787-1","London, United Kingdom","ACM","New York, NY, USA"
"article","2184895","Juyeon  Jo and Yoohwan  Kim and Kyu Hwan Lee and Sung Hyun Cho and Jae Hyun Kim","","","","The Energy Saving Strategy Using the Network Coding in the Wireless Mesh Network","127:1--127:4","127","4","green IT, mesh, network coding, power saving, wireless LAN","10.1145/2184751.2184895","","","","","","","2012","","Proceedings of the 6th International Conference on Ubiquitous Information Management and Communication","ICUIMC '12","","978-1-4503-1172-4","Kuala Lumpur, Malaysia","ACM","New York, NY, USA"
"article","3017454","Katriina  Bystr&#246;m and Lisa M. Given and Irene  Lopatovska and Heather  O'Brien and Abebe  Rorissa","","","","Life After Tenure: Professional Development Strategies for Mid-career Faculty","7:1--7:4","7","4","LIS education, academic career development, faculty development, iSchools, information science, professional development","","","","","","","","2016","","Proceedings of the 79th ASIS&T Annual Meeting: Creating Knowledge, Enhancing Lives Through Information & Technology","ASIST '16","","","Copenhagen, Denmark","American Society for Information Science","Silver Springs, MD, USA"
"article","2380564","Malak T. Al-Nory and Diane A. Igoche","","","","Learning by Design: Making the Case for a Teaching Strategy to Teach Information Systems Courses","37--42","","6","complex concepts, constructionism, information systems, learning by design","10.1145/2380552.2380564","","","","","","","2012","","Proceedings of the 13th Annual Conference on Information Technology Education","SIGITE '12","","978-1-4503-1464-0","Calgary, Alberta, Canada","ACM","New York, NY, USA"
"article","3124133","Qiusha  Min and Guanghui  Wu and Neng  Liu","","","","Developing an Informal Science Education Activity Based on Edmodo","63--65","","3","edmodo, informal science education, inquiry learning","10.1145/3124116.3124133","","","","","","","2017","","Proceedings of the 2017 International Conference on Education and Multimedia Technology","ICEMT '17","","978-1-4503-5293-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","1414580","Lei  He and Ashraf  Saad and Joy  Reed and Patrick  Hannigan and Ed  Strauser","","","","Information Technology Education for K-12 Students and Teachers: From Sensor Network to Comprehensive and Customized Web Interaction","65--70","","6","information system, information technology education, sensor network","10.1145/1414558.1414580","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","1812534","David  Hollow and Paola  Masperi","","","","An Evaluation of the Use of ICT Within Primary Education in Malawi","27--34","","8","Malawi, education, evaluation, technology","","","","","","","","2009","","Proceedings of the 3rd International Conference on Information and Communication Technologies and Development","ICTD'09","","978-1-4244-4662-9","Doha, Qatar","IEEE Press","Piscataway, NJ, USA"
"article","1822375","Josh  Sheldon and Judy  Perry and Eric  Klopfer and Jennifer  Ong and Vivian Hsueh-Hua Chen and Pei Wen Tzuo and Louisa  Rosenheck","","","","Weatherlings: A New Approach to Student Learning Using Web-based Mobile Games","203--208","","6","education, educational technology, games, mobile, ubiquitous, video games, weather","10.1145/1822348.1822375","","","","","","","2010","","Proceedings of the Fifth International Conference on the Foundations of Digital Games","FDG '10","","978-1-60558-937-4","Monterey, California","ACM","New York, NY, USA"
"article","1168822","Mark  Stockman and Soleda  Leung and John  Nyland and Hazem  Said","","","","The Information Technology Minor: Filling a Need in the Workforce of Today","31--34","","4","curriculum, information technology education, information technology profession, minor","10.1145/1168812.1168822","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","2925506","Srividya K. Bansal and Odesma  Dalrymple","","","","Instructional Module Development System (IMODS)","258--259","","2","accreditation, computer science education, curriculum, information systems education","10.1145/2899415.2925506","","","","","","","2016","","Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '16","","978-1-4503-4231-5","Arequipa, Peru","ACM","New York, NY, USA"
"article","2072535","Roeland  Ordelman","","","","Audiovisual Archive Exploitation in the Networked Information Society","19--20","","2","annotation strategies, audiovisual content annotation","10.1145/2072529.2072535","","","","","","","2011","","Proceedings of the 1st International ACM Workshop on Music Information Retrieval with User-centered and Multimodal Strategies","MIRUM '11","","978-1-4503-0986-8","Scottsdale, Arizona, USA","ACM","New York, NY, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1539024.1508963","SIGCSE Bull.","March 2009","41","1","","March","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1508865.1508963","","","","","","","2009","","Proceedings of the 40th ACM Technical Symposium on Computer Science Education","SIGCSE '09","","978-1-60558-183-5","Chattanooga, TN, USA","ACM","New York, NY, USA"
"article","1693061","Andr&#233;  Andrade","","","","The Strategic Planning and ICT in the Brazilian Justice","91--96","","6","Brazil, information and communication technology, justice, strategies","10.1145/1693042.1693061","","","","","","","2009","","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance","ICEGOV '09","","978-1-60558-663-2","Bogota, Colombia","ACM","New York, NY, USA"
"article","2037282","Teresa  Dahlberg and Tiffany  Barnes and Kim  Buch and Audrey  Rorrer","","","","The STARS Alliance: Viable Strategies for Broadening Participation in Computing","18:1--18:25","18","25","BPC, Broadening participation in computing, computing curricula, education, service-learning","10.1145/2037276.2037282","Trans. Comput. Educ.","October 2011","11","3","","October","2011","1946-6226","","","","","","ACM","New York, NY, USA"
